name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
O02-O03	SEEG	µV	n/a	n/a	intracranial	O	4096	SEEG	n/a	good	n/a
O03-O04	SEEG	µV	n/a	n/a	intracranial	O	4096	SEEG	n/a	good	n/a
O04-O05	SEEG	µV	n/a	n/a	intracranial	O	4096	SEEG	n/a	good	n/a
O05-O06	SEEG	µV	n/a	n/a	intracranial	O	4096	SEEG	n/a	good	n/a
O06-O07	SEEG	µV	n/a	n/a	intracranial	O	4096	SEEG	n/a	good	n/a
O07-O08	SEEG	µV	n/a	n/a	intracranial	O	4096	SEEG	n/a	good	n/a
O08-O09	SEEG	µV	n/a	n/a	intracranial	O	4096	SEEG	n/a	good	n/a
O09-O10	SEEG	µV	n/a	n/a	intracranial	O	4096	SEEG	n/a	good	n/a
O10-O11	SEEG	µV	n/a	n/a	intracranial	O	4096	SEEG	n/a	good	n/a
K01-K02	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K02-K03	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K03-K04	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K04-K05	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K05-K06	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K06-K07	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K07-K08	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K08-K09	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K09-K10	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K10-K11	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
L01-L02	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L07-L08	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L08-L09	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L09-L10	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L10-L11	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L11-L12	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
F01-F02	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F02-F03	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F03-F04	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F04-F05	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F05-F06	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F06-F07	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F10-F11	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F11-F12	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F12-F13	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F13-F14	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
D01-D02	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D02-D03	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D03-D04	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D04-D05	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D05-D06	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D06-D07	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D07-D08	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D08-D09	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D09-D10	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D10-D11	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D11-D12	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D12-D13	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D13-D14	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D14-D15	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
D15-D16	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
P01-P02	SEEG	µV	n/a	n/a	intracranial	P	4096	SEEG	n/a	good	n/a
P02-P03	SEEG	µV	n/a	n/a	intracranial	P	4096	SEEG	n/a	good	n/a
P03-P04	SEEG	µV	n/a	n/a	intracranial	P	4096	SEEG	n/a	good	n/a
P04-P05	SEEG	µV	n/a	n/a	intracranial	P	4096	SEEG	n/a	good	n/a
P05-P06	SEEG	µV	n/a	n/a	intracranial	P	4096	SEEG	n/a	good	n/a
P06-P07	SEEG	µV	n/a	n/a	intracranial	P	4096	SEEG	n/a	good	n/a
P07-P08	SEEG	µV	n/a	n/a	intracranial	P	4096	SEEG	n/a	good	n/a
P12-P13	SEEG	µV	n/a	n/a	intracranial	P	4096	SEEG	n/a	good	n/a
P13-P14	SEEG	µV	n/a	n/a	intracranial	P	4096	SEEG	n/a	good	n/a
B01-B02	SEEG	µV	n/a	n/a	intracranial	B	4096	SEEG	n/a	good	n/a
B02-B03	SEEG	µV	n/a	n/a	intracranial	B	4096	SEEG	n/a	good	n/a
B08-B09	SEEG	µV	n/a	n/a	intracranial	B	4096	SEEG	n/a	good	n/a
B09-B10	SEEG	µV	n/a	n/a	intracranial	B	4096	SEEG	n/a	good	n/a
B13-B14	SEEG	µV	n/a	n/a	intracranial	B	4096	SEEG	n/a	good	n/a
V01-V02	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V02-V03	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V03-V04	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V04-V05	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V05-V06	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V06-V07	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V09-V10	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V10-V11	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V11-V12	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V12-V13	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V13-V14	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V14-V15	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V15-V16	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
J02-J03	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J03-J04	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J04-J05	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J05-J06	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J06-J07	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J07-J08	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
X01-X02	SEEG	µV	n/a	n/a	intracranial	X	4096	SEEG	n/a	good	n/a
X02-X03	SEEG	µV	n/a	n/a	intracranial	X	4096	SEEG	n/a	good	n/a
X03-X04	SEEG	µV	n/a	n/a	intracranial	X	4096	SEEG	n/a	good	n/a
X04-X05	SEEG	µV	n/a	n/a	intracranial	X	4096	SEEG	n/a	good	n/a
X05-X06	SEEG	µV	n/a	n/a	intracranial	X	4096	SEEG	n/a	good	n/a
X06-X07	SEEG	µV	n/a	n/a	intracranial	X	4096	SEEG	n/a	good	n/a
X07-X08	SEEG	µV	n/a	n/a	intracranial	X	4096	SEEG	n/a	good	n/a
H09-H10	SEEG	µV	n/a	n/a	intracranial	H	4096	SEEG	n/a	good	n/a
H10-H11	SEEG	µV	n/a	n/a	intracranial	H	4096	SEEG	n/a	good	n/a
H11-H12	SEEG	µV	n/a	n/a	intracranial	H	4096	SEEG	n/a	good	n/a
H12-H13	SEEG	µV	n/a	n/a	intracranial	H	4096	SEEG	n/a	good	n/a
I01-I02	SEEG	µV	n/a	n/a	intracranial	I	4096	SEEG	n/a	good	n/a
I02-I03	SEEG	µV	n/a	n/a	intracranial	I	4096	SEEG	n/a	good	n/a
I03-I04	SEEG	µV	n/a	n/a	intracranial	I	4096	SEEG	n/a	good	n/a
I04-I05	SEEG	µV	n/a	n/a	intracranial	I	4096	SEEG	n/a	good	n/a
I05-I06	SEEG	µV	n/a	n/a	intracranial	I	4096	SEEG	n/a	good	n/a
I10-I11	SEEG	µV	n/a	n/a	intracranial	I	4096	SEEG	n/a	good	n/a
I11-I12	SEEG	µV	n/a	n/a	intracranial	I	4096	SEEG	n/a	good	n/a
I12-I13	SEEG	µV	n/a	n/a	intracranial	I	4096	SEEG	n/a	good	n/a
