name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
P'01-P'02	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'11-P'12	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
H'02-H'03	SEEG	µV	n/a	n/a	intracranial	H'	4096	SEEG	n/a	good	n/a
H'09-H'10	SEEG	µV	n/a	n/a	intracranial	H'	4096	SEEG	n/a	good	n/a
K'01-K'02	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'05-K'06	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
X'01-X'02	SEEG	µV	n/a	n/a	intracranial	X'	4096	SEEG	n/a	good	n/a
X'09-X'10	SEEG	µV	n/a	n/a	intracranial	X'	4096	SEEG	n/a	good	n/a
M'01-M'02	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
M'08-M'09	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
O'01-O'02	SEEG	µV	n/a	n/a	intracranial	O'	4096	SEEG	n/a	good	n/a
O'14-O'15	SEEG	µV	n/a	n/a	intracranial	O'	4096	SEEG	n/a	good	n/a
Y'01-Y'02	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Y'09-Y'10	SEEG	µV	n/a	n/a	intracranial	Y'	4096	SEEG	n/a	good	n/a
Q'01-Q'02	SEEG	µV	n/a	n/a	intracranial	Q'	4096	SEEG	n/a	good	n/a
Q'05-Q'06	SEEG	µV	n/a	n/a	intracranial	Q'	4096	SEEG	n/a	good	n/a
R'01-R'02	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'07-R'08	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
A'01-A'02	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'13-A'14	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
B'09-B'10	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
T'02-T'03	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'08-T'09	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
G'05-G'06	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
G'15-G'16	SEEG	µV	n/a	n/a	intracranial	G'	4096	SEEG	n/a	good	n/a
J'05-J'06	SEEG	µV	n/a	n/a	intracranial	J'	4096	SEEG	n/a	good	n/a
J'08-J'09	SEEG	µV	n/a	n/a	intracranial	J'	4096	SEEG	n/a	good	n/a
J'14-J'15	SEEG	µV	n/a	n/a	intracranial	J'	4096	SEEG	n/a	good	n/a
E'01-E'02	SEEG	µV	n/a	n/a	intracranial	E'	4096	SEEG	n/a	good	n/a
