name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
E01-E02	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E02-E03	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E03-E04	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E04-E05	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E05-E06	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E06-E07	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E07-E08	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E08-E09	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E09-E10	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E10-E11	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E11-E12	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
F01-F02	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F02-F03	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F03-F04	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F04-F05	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F05-F08	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F08-F09	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F09-F10	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F10-F11	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F11-F12	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
L01-L02	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L02-L03	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L03-L04	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L04-L05	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L05-L06	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L06-L07	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L07-L08	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L08-L09	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L09-L10	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L10-L11	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L11-L12	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L12-L13	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L13-L14	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L14-L15	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
K02-K03	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K03-K04	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K04-K05	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K05-K09	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K09-K10	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K10-K11	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K11-K12	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K12-K13	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
K13-K14	SEEG	µV	n/a	n/a	intracranial	K	4096	SEEG	n/a	good	n/a
Y01-Y02	SEEG	µV	n/a	n/a	intracranial	Y	4096	SEEG	n/a	good	n/a
Y02-Y03	SEEG	µV	n/a	n/a	intracranial	Y	4096	SEEG	n/a	good	n/a
Y03-Y04	SEEG	µV	n/a	n/a	intracranial	Y	4096	SEEG	n/a	good	n/a
Y04-Y05	SEEG	µV	n/a	n/a	intracranial	Y	4096	SEEG	n/a	good	n/a
Y05-Y06	SEEG	µV	n/a	n/a	intracranial	Y	4096	SEEG	n/a	good	n/a
Y06-Y07	SEEG	µV	n/a	n/a	intracranial	Y	4096	SEEG	n/a	good	n/a
Y07-Y08	SEEG	µV	n/a	n/a	intracranial	Y	4096	SEEG	n/a	good	n/a
Y08-Y09	SEEG	µV	n/a	n/a	intracranial	Y	4096	SEEG	n/a	good	n/a
Y09-Y10	SEEG	µV	n/a	n/a	intracranial	Y	4096	SEEG	n/a	good	n/a
J02-J03	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J03-J04	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J04-J05	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J05-J06	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J06-J07	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
J07-J08	SEEG	µV	n/a	n/a	intracranial	J	4096	SEEG	n/a	good	n/a
V01-V02	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V02-V03	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V03-V04	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V04-V05	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V05-V06	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
