name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
A'01-A'02	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'02-A'03	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'08-A'09	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'09-A'10	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'10-A'11	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'11-A'12	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
B'01-B'02	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'02-B'03	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'08-B'09	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'09-B'10	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
F'01-F'02	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'02-F'03	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'07-F'08	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'08-F'09	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'09-F'10	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'10-F'11	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
R'04-R'05	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'05-R'06	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'06-R'07	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'07-R'08	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'08-R'09	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'09-R'10	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'10-R'11	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
K'02-K'03	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'03-K'04	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'04-K'05	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'05-K'06	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'06-K'07	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'07-K'08	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'08-K'09	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'09-K'10	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'10-K'11	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'11-K'12	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'12-K'13	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'13-K'14	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'14-K'15	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'15-K'16	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
D'01-D'02	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'02-D'03	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'03-D'04	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'04-D'05	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'05-D'06	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'06-D'07	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'07-D'08	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'08-D'09	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'09-D'10	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'10-D'11	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
D'11-D'12	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
X'01-X'02	SEEG	µV	n/a	n/a	intracranial	X'	4096	SEEG	n/a	good	n/a
X'02-X'03	SEEG	µV	n/a	n/a	intracranial	X'	4096	SEEG	n/a	good	n/a
X'03-X'04	SEEG	µV	n/a	n/a	intracranial	X'	4096	SEEG	n/a	good	n/a
