name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
A01-A02	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A02-A03	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A03-A04	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A04-A05	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A05-A06	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A06-A07	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A07-A08	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A08-A09	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A09-A10	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A10-A11	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A11-A12	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A12-A13	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
A13-A14	SEEG	µV	n/a	n/a	intracranial	A	4096	SEEG	n/a	good	n/a
C01-C02	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C02-C03	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C03-C04	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C04-C05	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C05-C06	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C06-C07	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C07-C08	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C08-C09	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C09-C10	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C10-C11	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C11-C12	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C12-C13	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
C13-C14	SEEG	µV	n/a	n/a	intracranial	C	4096	SEEG	n/a	good	n/a
E03-E04	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
E04-E05	SEEG	µV	n/a	n/a	intracranial	E	4096	SEEG	n/a	good	n/a
F01-F02	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F02-F03	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F03-F04	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F04-F05	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
F05-F06	SEEG	µV	n/a	n/a	intracranial	F	4096	SEEG	n/a	good	n/a
L01-L02	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L02-L03	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L03-L04	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L04-L05	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L05-L06	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L06-L07	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L07-L08	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L08-L09	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L09-L10	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L10-L11	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L11-L12	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
L12-L13	SEEG	µV	n/a	n/a	intracranial	L	4096	SEEG	n/a	good	n/a
V01-V02	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V02-V03	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V03-V04	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V10-V11	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V11-V12	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V12-V13	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V13-V14	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V14-V15	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
V15-V16	SEEG	µV	n/a	n/a	intracranial	V	4096	SEEG	n/a	good	n/a
D01-D02	SEEG	µV	n/a	n/a	intracranial	D	4096	SEEG	n/a	good	n/a
