name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
I'01-I'02	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'02-I'03	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'03-I'04	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'04-I'05	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'05-I'06	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'06-I'07	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'07-I'08	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'08-I'09	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'09-I'10	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'10-I'11	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
A'01-A'02	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'02-A'03	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'03-A'04	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'04-A'05	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'05-A'06	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'06-A'07	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'07-A'08	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'08-A'09	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'09-A'10	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'10-A'11	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'11-A'12	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
C'01-C'02	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'02-C'03	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'03-C'04	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'04-C'05	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'05-C'06	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'06-C'07	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'07-C'08	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'08-C'09	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'09-C'10	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'10-C'11	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'11-C'12	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
E'02-E'03	SEEG	µV	n/a	n/a	intracranial	E'	4096	SEEG	n/a	good	n/a
E'03-E'04	SEEG	µV	n/a	n/a	intracranial	E'	4096	SEEG	n/a	good	n/a
