name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
A'01-A'02	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'02-A'03	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'05-A'06	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'06-A'07	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'07-A'08	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'08-A'09	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'09-A'10	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
C'01-C'02	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'02-C'03	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'03-C'04	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'04-C'05	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'05-C'06	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'06-C'07	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'07-C'08	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
C'08-C'09	SEEG	µV	n/a	n/a	intracranial	C'	4096	SEEG	n/a	good	n/a
F'01-F'02	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'02-F'03	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'03-F'04	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'04-F'05	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'05-F'06	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'06-F'07	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'07-F'08	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
L'04-L'05	SEEG	µV	n/a	n/a	intracranial	L'	4096	SEEG	n/a	good	n/a
L'05-L'06	SEEG	µV	n/a	n/a	intracranial	L'	4096	SEEG	n/a	good	n/a
L'06-L'07	SEEG	µV	n/a	n/a	intracranial	L'	4096	SEEG	n/a	good	n/a
L'07-L'08	SEEG	µV	n/a	n/a	intracranial	L'	4096	SEEG	n/a	good	n/a
L'08-L'09	SEEG	µV	n/a	n/a	intracranial	L'	4096	SEEG	n/a	good	n/a
K'01-K'02	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'02-K'03	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'03-K'04	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'04-K'05	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'05-K'06	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'06-K'07	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'07-K'08	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
U'01-U'02	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'02-U'03	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'03-U'04	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'04-U'05	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
U'05-U'06	SEEG	µV	n/a	n/a	intracranial	U'	4096	SEEG	n/a	good	n/a
V'01-V'02	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'09-V'10	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'10-V'11	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'11-V'12	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
V'12-V'13	SEEG	µV	n/a	n/a	intracranial	V'	4096	SEEG	n/a	good	n/a
S'01-S'02	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'02-S'03	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'03-S'04	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'04-S'05	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'05-S'06	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'06-S'07	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
D'01-D'02	SEEG	µV	n/a	n/a	intracranial	D'	4096	SEEG	n/a	good	n/a
