name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
M'01-M'02	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
M'02-M'03	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
M'05-M'06	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
M'06-M'07	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
M'07-M'08	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
M'08-M'09	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
M'09-M'10	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
M'10-M'11	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
M'11-M'12	SEEG	µV	n/a	n/a	intracranial	M'	4096	SEEG	n/a	good	n/a
R'06-R'07	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
R'07-R'08	SEEG	µV	n/a	n/a	intracranial	R'	4096	SEEG	n/a	good	n/a
P'01-P'02	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'02-P'03	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'03-P'04	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'04-P'05	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'05-P'06	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'06-P'07	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'07-P'08	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'08-P'09	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'09-P'10	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'10-P'11	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
P'11-P'12	SEEG	µV	n/a	n/a	intracranial	P'	4096	SEEG	n/a	good	n/a
T'01-T'02	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'02-T'03	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'03-T'04	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'04-T'05	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'05-T'06	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'06-T'07	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'07-T'08	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'08-T'09	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'09-T'10	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'10-T'11	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
T'11-T'12	SEEG	µV	n/a	n/a	intracranial	T'	4096	SEEG	n/a	good	n/a
K'01-K'02	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'02-K'03	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'03-K'04	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'09-K'10	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'10-K'11	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
K'11-K'12	SEEG	µV	n/a	n/a	intracranial	K'	4096	SEEG	n/a	good	n/a
Z'01-Z'02	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'10-K'11	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
Z'11-K'12	SEEG	µV	n/a	n/a	intracranial	Z'	4096	SEEG	n/a	good	n/a
S'01-S'02	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'02-S'03	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'03-S'04	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'04-S'05	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'05-S'06	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
S'06-S'07	SEEG	µV	n/a	n/a	intracranial	S'	4096	SEEG	n/a	good	n/a
