name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
I'01-I'02	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'02-I'03	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'03-I'04	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'04-I'05	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'05-I'06	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'06-I'07	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'07-I'08	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'08-I'09	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'09-I'10	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
I'10-I'11	SEEG	µV	n/a	n/a	intracranial	I'	4096	SEEG	n/a	good	n/a
A'01-A'02	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'02-A'03	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'03-A'04	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'04-A'05	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'05-A'06	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'06-A'07	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'07-A'08	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'08-A'09	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'09-A'10	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
A'10-A'11	SEEG	µV	n/a	n/a	intracranial	A'	4096	SEEG	n/a	good	n/a
B'01-B'02	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'02-B'03	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'03-B'04	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'04-B'05	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'05-B'06	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'06-B'07	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'07-B'08	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'08-B'09	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'09-B'10	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'10-B'11	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
B'11-B'12	SEEG	µV	n/a	n/a	intracranial	B'	4096	SEEG	n/a	good	n/a
F'01-F'02	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'02-F'03	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
F'03-F'04	SEEG	µV	n/a	n/a	intracranial	F'	4096	SEEG	n/a	good	n/a
